Unnamed: 0,year,key,OpenAlex_count,issn,oa_status,Dim_count,Publisher_Journalname,unique_id,Publisher,ISSN_1
4,2019,hybrid,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
5,2020,gold,193,1388-2481,gold,178,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
6,2020,closed,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
7,2020,bronze,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
8,2020,green,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
9,2020,hybrid,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
10,2021,gold,216,1388-2481,gold,203,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
11,2021,closed,1,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
12,2021,bronze,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
13,2021,green,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
14,2021,hybrid,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
15,2022,gold,161,1388-2481,gold,156,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
16,2022,closed,4,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
17,2022,green,3,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
18,2022,bronze,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
19,2022,hybrid,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
20,2023,gold,153,1388-2481,gold,140,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
21,2023,green,2,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
22,2023,closed,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
23,2023,bronze,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
24,2023,hybrid,0,1388-2481,,0,Elsevier_Electrochemistry Communications,943,Elsevier,1388-2481
0,2019,gold,207,1695-4033,gold,90,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
0,2019,gold,207,1695-4033,gold,90,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
1,2019,closed,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
1,2019,closed,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
2,2019,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
2,2019,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
3,2019,green,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
3,2019,green,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
4,2019,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
4,2019,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
5,2020,gold,226,1695-4033,gold,105,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
5,2020,gold,226,1695-4033,gold,105,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
6,2020,closed,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
6,2020,closed,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
7,2020,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
7,2020,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
8,2020,green,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
8,2020,green,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
9,2020,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
9,2020,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
10,2021,gold,231,1695-4033,gold,96,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
10,2021,gold,231,1695-4033,gold,96,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
11,2021,closed,2,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
11,2021,closed,2,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
12,2021,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
12,2021,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
13,2021,green,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
13,2021,green,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
14,2021,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
14,2021,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
15,2022,gold,212,1695-4033,gold,48,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
15,2022,gold,212,1695-4033,gold,48,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
16,2022,closed,7,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
16,2022,closed,7,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
17,2022,green,4,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
17,2022,green,4,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
18,2022,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
18,2022,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
19,2022,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
19,2022,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
20,2023,gold,209,1695-4033,gold,76,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
20,2023,gold,209,1695-4033,gold,76,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
21,2023,closed,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
21,2023,closed,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
22,2023,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
22,2023,bronze,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
23,2023,green,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
23,2023,green,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
24,2023,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatría,142,Elsevier,1695-4033
24,2023,hybrid,0,1695-4033,,0,Elsevier_Anales de Pediatria,142,Elsevier,1695-4033
0,2019,gold,1441,0753-3322,gold,1197,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
1,2019,closed,2,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
2,2019,bronze,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
3,2019,green,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
4,2019,hybrid,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
5,2020,gold,1350,0753-3322,gold,1287,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
6,2020,closed,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
7,2020,bronze,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
8,2020,green,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
9,2020,hybrid,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
10,2021,gold,1401,0753-3322,gold,1357,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
11,2021,closed,4,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
12,2021,bronze,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
13,2021,green,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
14,2021,hybrid,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
15,2022,gold,1448,0753-3322,gold,1459,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
16,2022,closed,125,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
17,2022,green,28,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
18,2022,bronze,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
19,2022,hybrid,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
20,2023,gold,1828,0753-3322,gold,1771,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
21,2023,hybrid,98,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
22,2023,bronze,4,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
23,2023,green,2,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
24,2023,closed,0,0753-3322,,0,Elsevier_Biomedicine & Pharmacotherapy,375,Elsevier,0753-3322
0,2019,gold,518,2589-0042,gold,545,Elsevier_iScience,1509,Elsevier,2589-0042
1,2019,green,2,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
2,2019,closed,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
3,2019,bronze,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
4,2019,hybrid,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
5,2020,gold,1091,2589-0042,gold,1136,Elsevier_iScience,1509,Elsevier,2589-0042
6,2020,closed,84,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
7,2020,green,14,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
8,2020,bronze,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
9,2020,hybrid,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
10,2021,gold,1470,2589-0042,gold,1556,Elsevier_iScience,1509,Elsevier,2589-0042
11,2021,green,68,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
12,2021,closed,16,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
13,2021,bronze,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
14,2021,hybrid,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
15,2022,gold,1786,2589-0042,gold,2102,Elsevier_iScience,1509,Elsevier,2589-0042
16,2022,green,324,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
17,2022,closed,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
18,2022,bronze,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
19,2022,hybrid,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
20,2023,gold,2744,2589-0042,gold,2750,Elsevier_iScience,1509,Elsevier,2589-0042
21,2023,green,14,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
22,2023,hybrid,12,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
23,2023,bronze,8,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
24,2023,closed,0,2589-0042,,0,Elsevier_iScience,1509,Elsevier,2589-0042
0,2019,closed,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
1,2019,bronze,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
2,2019,gold,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
3,2019,green,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
4,2019,hybrid,0,2589-7004,hybrid,4,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
5,2020,hybrid,2,2589-7004,hybrid,8,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
6,2020,closed,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
7,2020,bronze,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
8,2020,gold,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
9,2020,green,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
10,2021,closed,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
11,2021,bronze,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
12,2021,gold,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
13,2021,green,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
14,2021,hybrid,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
15,2022,closed,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
16,2022,bronze,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
17,2022,gold,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
18,2022,green,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
19,2022,hybrid,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
20,2023,closed,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
21,2023,bronze,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
22,2023,gold,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
23,2023,green,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
24,2023,hybrid,0,2589-7004,,0,Elsevier_Journal of Dentistry: X,1686,Elsevier,2589-7004
0,2019,gold,24,2590-0498,gold,19,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
1,2019,closed,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
2,2019,bronze,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
3,2019,green,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
4,2019,hybrid,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
5,2020,gold,83,2590-0498,gold,78,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
6,2020,closed,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
7,2020,bronze,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
8,2020,green,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
9,2020,hybrid,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
10,2021,gold,70,2590-0498,gold,65,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
11,2021,closed,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
12,2021,bronze,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
13,2021,green,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
14,2021,hybrid,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
15,2022,gold,108,2590-0498,gold,116,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
16,2022,closed,13,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
17,2022,green,2,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
18,2022,bronze,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
19,2022,hybrid,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
20,2023,gold,116,2590-0498,gold,114,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
21,2023,green,3,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
22,2023,hybrid,1,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
23,2023,closed,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
24,2023,bronze,0,2590-0498,,0,Elsevier_Materials Today Advances,2152,Elsevier,2590-0498
0,2019,gold,121,1876-3804,gold,120,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
1,2019,closed,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
2,2019,bronze,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
3,2019,green,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
4,2019,hybrid,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
5,2020,gold,121,1876-3804,gold,120,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
6,2020,closed,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
7,2020,bronze,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
8,2020,green,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
9,2020,hybrid,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
10,2021,gold,121,1876-3804,gold,121,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
11,2021,closed,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
12,2021,bronze,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
13,2021,green,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
14,2021,hybrid,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
15,2022,gold,103,1876-3804,gold,118,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
16,2022,closed,15,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
17,2022,bronze,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
18,2022,green,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
19,2022,hybrid,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
20,2023,gold,118,1876-3804,gold,118,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
21,2023,closed,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
22,2023,bronze,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
23,2023,green,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
24,2023,hybrid,0,1876-3804,,0,Elsevier_Petroleum Exploration and Development Online,2501,Elsevier,1876-3804
0,2019,gold,164,0870-2551,gold,159,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
1,2019,closed,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
2,2019,bronze,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
3,2019,green,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
4,2019,hybrid,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
5,2020,gold,142,0870-2551,gold,136,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
6,2020,closed,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
7,2020,bronze,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
8,2020,green,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
9,2020,hybrid,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
10,2021,gold,182,0870-2551,gold,180,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
11,2021,closed,2,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
12,2021,bronze,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
13,2021,green,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
14,2021,hybrid,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
15,2022,gold,196,0870-2551,gold,92,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
16,2022,closed,5,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
17,2022,green,5,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
18,2022,bronze,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
19,2022,hybrid,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
20,2023,gold,227,0870-2551,gold,82,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
21,2023,bronze,2,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
22,2023,green,2,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
23,2023,closed,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
24,2023,hybrid,0,0870-2551,,0,Elsevier_Revista Portuguesa de Cardiologia,2789,Elsevier,0870-2551
0,2019,hybrid,118,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
1,2019,gold,45,2174-2049,gold,159,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
2,2019,closed,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
3,2019,bronze,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
4,2019,green,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
5,2020,hybrid,96,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
6,2020,gold,45,2174-2049,gold,136,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
7,2020,closed,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
8,2020,bronze,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
9,2020,green,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
10,2021,hybrid,119,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
11,2021,gold,57,2174-2049,gold,180,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
12,2021,closed,6,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
13,2021,green,1,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
14,2021,bronze,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
15,2022,closed,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
16,2022,bronze,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
17,2022,gold,0,2174-2049,gold,92,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
18,2022,green,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
19,2022,hybrid,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
20,2023,closed,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
21,2023,bronze,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
22,2023,gold,0,2174-2049,gold,82,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
23,2023,green,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
24,2023,hybrid,0,2174-2049,,0,Elsevier_Revista Portuguesa de Cardiologia (English Edition),2790,Elsevier,2174-2049
0,2019,gold,295,2213-2317,gold,282,Elsevier_Redox Biology,2673,Elsevier,2213-2317
1,2019,closed,1,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
2,2019,bronze,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
3,2019,green,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
4,2019,hybrid,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
5,2020,gold,435,2213-2317,gold,410,Elsevier_Redox Biology,2673,Elsevier,2213-2317
6,2020,closed,16,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
7,2020,green,3,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
8,2020,bronze,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
9,2020,hybrid,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
10,2021,gold,429,2213-2317,gold,347,Elsevier_Redox Biology,2673,Elsevier,2213-2317
11,2021,green,3,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
12,2021,closed,1,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
13,2021,bronze,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
14,2021,hybrid,0,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
15,2022,gold,292,2213-2317,gold,342,Elsevier_Redox Biology,2673,Elsevier,2213-2317
16,2022,green,45,2213-2317,,0,Elsevier_Redox Biology,2673,Elsevier,2213-2317
